Unnamed: 0,Player,Position,Age,90 mins played,Non Penalty xG,Non-penalty goals,Non-Penalty(xG-Goals),Expected Assists,Assists,xAG-Assists,npxGi-npGi,Non Penalty xG + Assisted Goals,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90
1483,Lucas Ocampos,"FW,MF",28.0,12.9,2.1,1,1.1,1.4,0,1.4,2.5,3.5,0.35,0.11,0.45,0.17,0.27
1484,Papu Gómez,"FW,MF",34.0,11.8,1.4,1,0.4,1.7,1,0.7,1.1,3.1,0.12,0.15,0.27,0.12,0.27
1485,Suso,"MF,FW",28.0,11.8,1.1,2,-0.9,2.8,4,-1.2,-2.1,4.0,0.1,0.24,0.34,0.1,0.34
1486,Bryan,"FW,DF",21.0,10.2,2.9,2,0.9,0.7,2,-1.3,-0.4,3.5,0.28,0.07,0.35,0.28,0.35
1487,Isco,"MF,FW",30.0,8.9,0.4,0,0.4,1.7,2,-0.3,0.1,2.1,0.05,0.19,0.24,0.05,0.24
1488,Carmona,DF,20.0,5.9,0.8,2,-1.2,0.4,1,-0.6,-1.8,1.2,0.14,0.06,0.2,0.14,0.2
1489,Marcão,DF,26.0,4.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,Enrique Valiente,DF,20.0,4.1,0.2,1,-0.8,0.2,1,-0.8,-1.6,0.4,0.04,0.05,0.09,0.04,0.09
1491,Thomas Delaney,MF,30.0,3.4,0.2,0,0.2,0.1,0,0.1,0.3,0.2,0.04,0.02,0.06,0.04,0.06
1492,Kasper Dolberg,FW,24.0,2.2,0.0,0,0.0,0.4,1,-0.6,-0.6,0.4,0.02,0.18,0.2,0.02,0.2
1493,Manuel Sebastián,MF,18.0,1.7,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.01,0.04,0.05,0.01,0.05
1494,Jesús Corona,FW,29.0,1.2,0.5,1,-0.5,0.2,0,0.2,-0.3,0.7,0.37,0.2,0.57,0.37,0.57
1495,Adnan Januzaj,FW,27.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,Diego Iturralde,DF,19.0,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,Iván Romero,MF,21.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,Francisco Garcia,DF,22.0,37.9,1.2,2,-0.8,1.6,3,-1.4,-2.2,2.8,0.03,0.04,0.07,0.03,0.07
1500,Stole Dimitrievski,GK,28.0,36.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,Iván Balliu,DF,30.0,35.9,0.3,0,0.3,2.8,0,2.8,3.1,3.1,0.01,0.08,0.09,0.01,0.09
1502,Isaac Palazón Camacho,"FW,MF",27.0,32.9,5.3,8,-2.7,5.2,5,0.2,-2.5,10.5,0.23,0.16,0.39,0.16,0.32
1503,Catena,DF,27.0,34.5,1.4,1,0.4,1.4,1,0.4,0.8,2.8,0.04,0.04,0.08,0.04,0.08
1504,Álvaro García,"FW,MF",29.0,31.9,3.6,5,-1.4,5.7,5,0.7,-0.7,9.3,0.11,0.18,0.29,0.11,0.29
1505,Florian Lejeune,DF,31.0,28.5,2.8,4,-1.2,0.3,0,0.3,-0.9,3.1,0.1,0.01,0.11,0.1,0.11
1506,Óscar Valentín,MF,27.0,28.4,0.5,0,0.5,0.9,0,0.9,1.4,1.4,0.02,0.03,0.05,0.02,0.05
1507,Santi Comesaña,MF,25.0,27.2,2.5,3,-0.5,2.2,2,0.2,-0.3,4.7,0.09,0.08,0.17,0.09,0.17
1508,Óscar Trejo,"MF,FW",34.0,23.8,1.8,2,-0.2,3.3,4,-0.7,-0.9,5.1,0.14,0.14,0.28,0.08,0.21
1509,Sergio Camello,FW,21.0,26.7,7.3,6,1.3,2.4,5,-2.6,-1.3,9.6,0.27,0.09,0.36,0.27,0.36
1510,Pathé Ciss,"MF,DF",28.0,14.2,2.6,1,1.6,0.3,0,0.3,1.9,2.9,0.18,0.02,0.2,0.18,0.2
1511,Unai López,MF,26.0,13.9,1.3,1,0.3,1.4,2,-0.6,-0.3,2.7,0.09,0.1,0.19,0.09,0.19
1512,Abdul Mumin,DF,24.0,10.2,0.4,0,0.4,0.0,0,0.0,0.4,0.4,0.04,0.0,0.04,0.04,0.04
1513,Raúl de Tomás,FW,27.0,8.9,3.5,3,0.5,0.5,0,0.5,1.0,4.0,0.57,0.06,0.63,0.39,0.45
1514,Salvi,"FW,MF",31.0,5.4,0.8,0,0.8,0.7,0,0.7,1.5,1.4,0.14,0.12,0.26,0.14,0.26
1515,Radamel Falcao,"FW,MF",36.0,6.8,2.1,1,1.1,0.1,0,0.1,1.2,2.2,0.42,0.01,0.43,0.3,0.32
1516,Andrés Martín,"FW,MF",23.0,2.3,0.5,0,0.5,0.5,0,0.5,1.0,1.0,0.21,0.21,0.43,0.21,0.43
1517,Pep Chavarría,"FW,MF",24.0,4.1,0.1,0,0.1,0.7,2,-1.3,-1.2,0.8,0.02,0.17,0.19,0.02,0.19
1518,Mario Hernández,DF,23.0,1.1,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.05,0.0,0.05,0.05,0.05
1519,Diego López,GK,40.0,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,José Pozo,"MF,FW",26.0,1.0,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.04,0.1,0.14,0.04,0.14
1521,Randy Ntekja,"FW,MF",24.0,1.3,0.2,0,0.2,0.0,0,0.0,0.2,0.3,0.19,0.01,0.2,0.19,0.2
1522,Bebé,FW,32.0,0.7,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.12,0.13,0.25,0.12,0.25
1523,Pablo Muñoz,MF,18.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,Mario Suárez,"MF,DF",35.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,Nico Elvedi,DF,25.0,31.4,2.6,3,-0.4,0.3,0,0.3,-0.1,2.9,0.08,0.01,0.09,0.08,0.09
1528,Jonas Hofmann,"FW,MF",30.0,29.8,6.6,12,-5.4,11.1,9,2.1,-3.3,17.6,0.24,0.37,0.61,0.22,0.59
1529,Kouadio Koné,MF,21.0,29.0,1.2,1,0.2,1.3,1,0.3,0.5,2.5,0.04,0.05,0.09,0.04,0.09
1530,Marcus Thuram,FW,24.0,27.9,16.5,13,3.5,5.2,6,-0.8,2.7,21.8,0.59,0.19,0.78,0.59,0.78
1531,Ramy Bensebaini,DF,27.0,27.6,3.7,4,-0.3,2.3,1,1.3,1.0,6.0,0.19,0.08,0.28,0.13,0.22
1532,Christoph Kramer,MF,31.0,24.7,0.4,0,0.4,2.0,0,2.0,2.4,2.4,0.01,0.08,0.1,0.01,0.1
1533,Joe Scally,DF,19.0,24.5,0.5,0,0.5,1.8,0,1.8,2.3,2.3,0.02,0.07,0.09,0.02,0.09
1534,Ko Itakura,DF,25.0,22.0,0.6,0,0.6,0.4,2,-1.6,-1.0,1.0,0.03,0.02,0.05,0.03,0.05
1535,Julian Weigl,MF,26.0,21.0,0.3,0,0.3,0.6,0,0.6,0.9,0.8,0.05,0.03,0.08,0.01,0.04
1536,Alassane Pléa,FW,29.0,19.7,3.4,1,2.4,4.0,9,-5.0,-2.6,7.4,0.25,0.2,0.46,0.17,0.38
1537,Lars Stindl,"FW,MF",33.0,19.3,5.0,8,-3.0,6.2,7,-0.8,-3.8,11.2,0.26,0.32,0.58,0.26,0.58
1538,Florian Neuhaus,MF,25.0,15.6,2.0,1,1.0,2.3,0,2.3,3.3,4.3,0.13,0.15,0.27,0.13,0.27
1539,Jonas Omlin,GK,28.0,14.3,0.0,0,0.0,0.4,0,0.4,0.4,0.4,0.0,0.03,0.03,0.0,0.03
1540,Marvin Friedrich,DF,26.0,13.9,0.9,1,-0.1,0.5,0,0.5,0.4,1.3,0.06,0.03,0.09,0.06,0.09
1541,Yann Sommer,GK,33.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,Stefan Lainer,DF,29.0,9.1,0.8,0,0.8,1.2,0,1.2,2.0,2.0,0.09,0.13,0.22,0.09,0.22
1543,Luca Netz,DF,19.0,7.8,1.0,1,0.0,1.2,3,-1.8,-1.8,2.2,0.13,0.15,0.28,0.13,0.28
1544,Nathan N'Goumou,FW,22.0,7.7,0.8,1,-0.2,0.3,0,0.3,0.1,1.2,0.11,0.04,0.15,0.11,0.15
1545,Tobias Sippel,GK,34.0,5.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,Hannes Wolf,FW,23.0,5.0,1.4,1,0.4,0.3,1,-0.7,-0.3,1.7,0.29,0.05,0.34,0.29,0.34
1547,Jan Jakob Olschowsky,GK,20.0,4.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,Tony Jantschke,"DF,MF",32.0,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,Patrick Herrmann,"FW,MF",31.0,1.8,0.4,1,-0.6,0.5,0,0.5,-0.1,0.8,0.19,0.27,0.46,0.19,0.46
1550,Yvandro Borges Sanches,"FW,MF",18.0,0.3,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.34,0.0,0.34,0.34,0.34
1551,Semir Telalovic,"MF,FW",22.0,0.1,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.74,0.0,0.74,0.74,0.74
1552,Oscar Fraulo,"FW,MF",18.0,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,Maxime Dupé,GK,29.0,38.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,Anthony Rouault,DF,21.0,36.8,3.3,2,1.3,0.8,1,-0.2,1.1,4.1,0.09,0.02,0.11,0.09,0.11
1556,Stijn Spierings,MF,26.0,34.7,1.8,2,-0.2,2.1,0,2.1,1.9,3.9,0.05,0.06,0.11,0.05,0.11
1557,Rasmus Nicolaisen,DF,25.0,33.3,1.2,0,1.2,0.8,2,-1.2,0.0,2.0,0.04,0.02,0.06,0.04,0.06
1558,Branco van den Boomen,MF,27.0,32.1,2.9,1,1.9,8.1,8,0.1,2.0,10.9,0.19,0.25,0.44,0.09,0.34
1559,Zakaria Aboukhlal,"FW,MF",22.0,27.5,11.5,10,1.5,3.3,5,-1.7,-0.2,14.7,0.42,0.12,0.54,0.42,0.54
1560,Thijs Dallinga,FW,21.0,26.1,9.8,12,-2.2,2.0,1,1.0,-1.2,11.9,0.38,0.08,0.46,0.38,0.46
1561,Mikkel Desler,DF,27.0,25.1,0.8,1,-0.2,1.9,2,-0.1,-0.3,2.7,0.03,0.08,0.11,0.03,0.11
1562,Rafael Ratão,"FW,MF",26.0,20.6,5.1,5,0.1,4.1,4,0.1,0.2,9.2,0.25,0.2,0.45,0.25,0.45
1563,Brecht Dejaegere,MF,31.0,20.1,2.6,4,-1.4,1.7,1,0.7,-0.7,4.3,0.13,0.08,0.21,0.13,0.21
1564,Fares Chaïbi,"FW,MF",19.0,26.0,5.9,5,0.9,4.9,5,-0.1,0.8,10.9,0.23,0.19,0.42,0.23,0.42
1565,Issiaga Sylla,DF,28.0,15.2,0.4,0,0.4,0.5,0,0.5,0.9,0.9,0.03,0.03,0.06,0.03,0.06
1566,Gabriel Suazo,DF,24.0,14.0,0.1,0,0.1,0.8,1,-0.2,-0.1,0.9,0.01,0.06,0.07,0.01,0.07
1567,Moussa Diarra,DF,21.0,13.6,0.2,0,0.2,0.7,1,-0.3,-0.1,0.9,0.01,0.05,0.06,0.01,0.06
1568,Ado Onaiwu,FW,26.0,12.0,1.6,2,-0.4,1.1,1,0.1,-0.3,2.7,0.13,0.09,0.23,0.13,0.23
1569,Waren Kamanzi,DF,21.0,7.4,0.3,0,0.3,0.3,0,0.3,0.6,0.5,0.04,0.04,0.07,0.04,0.07
1570,Vincent Sierro,MF,26.0,7.4,0.5,0,0.5,0.8,0,0.8,1.3,1.2,0.06,0.1,0.17,0.06,0.17
1571,Denis Genreau,MF,23.0,7.3,0.6,0,0.6,0.7,1,-0.3,0.3,1.3,0.08,0.1,0.18,0.08,0.18
1572,Logan Costa,DF,21.0,4.6,0.6,0,0.6,0.2,0,0.2,0.8,0.8,0.13,0.04,0.17,0.13,0.17
1573,Kévin Keben Biakolo,DF,18.0,4.0,0.0,0,0.0,0.2,0,0.2,0.2,0.2,0.01,0.05,0.06,0.01,0.06
1574,Veljko Birmančević,"FW,MF",24.0,4.9,1.3,0,1.3,0.2,0,0.2,1.5,1.5,0.27,0.05,0.31,0.27,0.31
1575,Oliver Zandén,"DF,MF",20.0,1.6,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.02,0.06,0.08,0.02,0.08
1576,Christian Mawissa,DF,17.0,1.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,Nathan N'Goumou,FW,22.0,1.0,0.0,0,0.0,0.3,0,0.3,0.3,0.3,0.0,0.25,0.25,0.0,0.25
1578,Yanis Begraoui,"FW,MF",21.0,0.7,0.0,0,0.0,0.3,0,0.3,0.3,0.3,0.0,0.37,0.37,0.0,0.37
1579,Saïd Hamulic,FW,21.0,1.2,0.0,0,0.0,0.0,0,0.0,0.0,0.1,0.04,0.03,0.06,0.04,0.06
1580,Rhys Healey,FW,27.0,0.7,0.4,2,-1.6,0.2,0,0.2,-1.4,0.6,0.56,0.34,0.9,0.56,0.9
1581,Naatan Skyttä,MF,20.0,0.3,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.4,0.0,0.4,0.4,0.4
1582,Theocharis Tsingaras,MF,21.0,0.1,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.85,0.85,0.0,0.85
1583,Marvin Schwäbe,GK,27.0,34.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,Ellyes Skhiri,MF,27.0,31.7,5.3,7,-1.7,1.8,1,0.8,-0.9,7.1,0.17,0.06,0.22,0.17,0.22
1585,Jonas Hector,DF,32.0,31.4,1.7,0,1.7,3.9,2,1.9,3.6,5.6,0.05,0.12,0.18,0.05,0.18
1586,Florian Kainz,"MF,FW",29.0,26.0,3.6,3,0.6,8.7,10,-1.3,-0.7,12.3,0.23,0.33,0.56,0.14,0.47
1587,Benno Schmitz,DF,27.0,26.9,0.4,1,-0.6,2.4,0,2.4,1.8,2.9,0.02,0.09,0.11,0.02,0.11
1588,Timo Hübers,DF,26.0,28.4,1.8,3,-1.2,0.1,0,0.1,-1.1,1.9,0.06,0.0,0.07,0.06,0.07
1589,Linton Maina,"FW,MF",23.0,24.9,4.6,3,1.6,5.9,7,-1.1,0.5,10.5,0.19,0.24,0.42,0.19,0.42
1590,Eric Martel,MF,20.0,22.4,1.7,1,0.7,0.8,1,-0.2,0.5,2.5,0.08,0.04,0.11,0.08,0.11
1591,Julian Chabot,DF,24.0,20.0,1.6,0,1.6,2.0,2,0.0,1.6,3.6,0.08,0.1,0.18,0.08,0.18
1592,Dejan Ljubicic,"MF,FW",24.0,19.0,2.6,4,-1.4,2.1,1,1.1,-0.3,4.7,0.18,0.11,0.29,0.13,0.24
1593,Steffen Tigges,FW,24.0,17.7,5.0,6,-1.0,1.9,1,0.9,-0.1,6.9,0.28,0.11,0.39,0.28,0.39
1594,Luca Kilian,DF,22.0,12.5,1.1,1,0.1,0.2,0,0.2,0.3,1.3,0.09,0.01,0.1,0.09,0.1
1595,Davie Selke,FW,27.0,9.7,3.4,5,-1.6,0.9,0,0.9,-0.7,4.3,0.35,0.09,0.44,0.35,0.44
1596,Ondrej Duda,MF,27.0,7.7,0.7,0,0.7,0.7,0,0.7,1.4,1.4,0.1,0.09,0.18,0.1,0.18
1597,Kingsley Schindler,"DF,MF",29.0,12.1,2.2,0,2.2,0.7,1,-0.3,1.9,2.9,0.18,0.06,0.24,0.18,0.24
1598,Denis Huseinbasic,"MF,FW",21.0,8.8,2.4,4,-1.6,0.3,1,-0.7,-2.3,2.7,0.27,0.04,0.31,0.27,0.31
1599,Jan Thielmann,FW,20.0,9.7,1.1,2,-0.9,0.9,2,-1.1,-2.0,1.9,0.11,0.09,0.2,0.11,0.2
1600,Nikola Soldo,DF,21.0,6.6,0.6,0,0.6,0.0,0,0.0,0.6,0.7,0.1,0.0,0.1,0.1,0.1
1601,Mathias Olesen,MF,21.0,5.3,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.0,0.02,0.02,0.0,0.02
1602,Sargis Adamyan,"FW,MF",29.0,7.2,3.4,1,2.4,0.8,2,-1.2,1.2,4.1,0.47,0.11,0.58,0.47,0.58
1603,Florian Dietz,FW,23.0,4.4,2.5,1,1.5,0.3,0,0.3,1.8,2.8,0.57,0.07,0.64,0.57,0.64
1604,Kristian Pedersen,DF,27.0,3.1,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.03,0.02,0.06,0.03,0.06
1605,Kingsley Ehizibue,DF,27.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1606,Tim Lemperle,"FW,MF",20.0,1.5,0.1,0,0.1,1.0,0,1.0,1.1,1.2,0.08,0.71,0.79,0.08,0.79
1607,Mark Uth,"MF,FW",30.0,0.5,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.14,0.0,0.14,0.14,0.14
1608,Dimitris Limnios,FW,24.0,0.4,0.0,0,0.0,0.1,0,0.1,0.1,0.1,0.05,0.21,0.26,0.05,0.26
1609,Justin Diehl,"MF,FW",17.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,Marco Silvestri,GK,32.0,38.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,Walace,MF,28.0,35.5,1.1,0,1.1,1.7,1,0.7,1.8,2.8,0.03,0.05,0.08,0.03,0.08
1612,Roberto Pereyra,"DF,MF",32.0,31.3,3.9,5,-1.1,5.5,7,-1.5,-2.6,9.5,0.15,0.18,0.33,0.13,0.3
1613,Nehuén Pérez,DF,22.0,31.3,1.0,2,-1.0,0.5,0,0.5,-0.5,1.5,0.03,0.02,0.05,0.03,0.05
1614,Jaka Bijol,DF,24.0,30.3,2.2,3,-0.8,1.6,2,-0.4,-1.2,3.9,0.07,0.05,0.13,0.07,0.13
1615,Iyenoma Udogie,DF,20.0,30.0,2.9,3,-0.1,4.2,4,0.2,0.1,7.1,0.1,0.14,0.24,0.1,0.24
1616,Rodrigo Becão,DF,27.0,27.6,1.5,2,-0.5,0.6,1,-0.4,-0.9,2.1,0.05,0.02,0.08,0.05,0.08
1617,Sandi Lovrić,MF,25.0,26.0,4.8,5,-0.2,3.2,6,-2.8,-3.0,8.0,0.18,0.12,0.31,0.18,0.31
1618,Beto,FW,25.0,23.6,10.1,9,1.1,2.6,1,1.6,2.7,12.6,0.46,0.11,0.57,0.43,0.53
1619,Isaac Success,FW,27.0,20.2,3.3,1,2.3,4.0,6,-2.0,0.3,7.3,0.17,0.2,0.36,0.17,0.36
1620,Lazar Samardzic,MF,21.0,20.6,2.4,5,-2.6,3.7,4,-0.3,-2.9,6.1,0.12,0.18,0.3,0.12,0.3
1621,Kingsley Ehizibue,DF,28.0,17.1,2.0,2,0.0,0.9,0,0.9,0.9,3.0,0.12,0.06,0.17,0.12,0.17
1622,Gerard Deulofeu,FW,29.0,13.5,5.1,2,3.1,4.4,6,-1.6,1.5,9.5,0.38,0.33,0.7,0.38,0.7
1623,Tolgay Arslan,MF,32.0,13.4,2.2,1,1.2,1.6,0,1.6,2.8,3.8,0.16,0.12,0.29,0.16,0.29
1624,Jean-Victor Makengo,MF,24.0,8.9,0.4,0,0.4,0.5,1,-0.5,-0.1,0.8,0.04,0.05,0.09,0.04,0.09
1625,Enzo Ebosse,DF,24.0,10.3,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.01,0.0,0.01,0.01,0.01
1626,Adam Masina,DF,29.0,8.8,0.1,2,-1.9,0.2,0,0.2,-1.7,0.3,0.01,0.02,0.03,0.01,0.03
1627,Ilija Nestorovski,"FW,MF",33.0,7.1,1.6,2,-0.4,0.5,1,-0.5,-0.9,2.1,0.23,0.07,0.29,0.23,0.29
1628,Florian Thauvin,"FW,MF",30.0,6.1,0.7,0,0.7,1.1,0,1.1,1.8,1.7,0.11,0.17,0.29,0.11,0.29
1629,Festy Ebosele,DF,20.0,4.6,0.2,0,0.2,0.9,1,-0.1,0.1,1.1,0.04,0.19,0.24,0.04,0.24
1630,Marvin Zeegelaar,DF,32.0,3.9,0.2,1,-0.8,0.2,0,0.2,-0.6,0.4,0.05,0.04,0.09,0.05,0.09
1631,Bram Nuytinck,DF,33.0,4.3,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1632,Brandon Soppy,DF,21.0,1.0,0.1,0,0.1,0.2,0,0.2,0.3,0.3,0.07,0.19,0.27,0.07,0.27
1633,Axel Guessand,DF,18.0,0.9,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,James Abankwah,DF,19.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,Simone Pafundi,"MF,FW",17.0,0.9,0.1,0,0.1,0.1,0,0.1,0.2,0.2,0.09,0.16,0.25,0.09,0.25
1636,Mato Jajalo,MF,35.0,0.7,0.0,0,0.0,0.0,0,0.0,0.0,0.1,0.07,0.07,0.14,0.07,0.14
1637,Vivaldo Semedo,"FW,MF",18.0,0.4,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.25,0.0,0.25,0.25,0.25
1638,Nicolò Cocetta,DF,19.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,Leonardo Buta,DF,21.0,0.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,Marc Guéhi,DF,22.0,37.0,1.5,1,0.5,0.5,0,0.5,1.0,1.9,0.04,0.01,0.05,0.04,0.05
1641,Tyrick Mitchell,DF,22.0,32.1,0.6,0,0.6,1.2,2,-0.8,-0.2,1.8,0.02,0.04,0.05,0.02,0.05
1642,Cheick Doucouré,MF,22.0,30.8,1.4,0,1.4,1.9,3,-1.1,0.3,3.4,0.05,0.06,0.11,0.05,0.11
1643,Joachim Andersen,DF,26.0,30.9,1.8,1,0.8,1.3,0,1.3,2.1,3.1,0.06,0.04,0.1,0.06,0.1
1644,Michael Olise,"FW,MF",20.0,30.5,2.9,2,0.9,8.7,11,-2.3,-1.4,11.6,0.09,0.29,0.38,0.09,0.38
1645,Jordan Ayew,"FW,MF",30.0,30.2,3.2,4,-0.8,3.2,3,0.2,-0.6,6.4,0.1,0.11,0.21,0.1,0.21
1646,Eberechi Eze,"MF,FW",24.0,29.3,6.5,9,-2.5,4.3,4,0.3,-2.2,10.8,0.25,0.15,0.39,0.22,0.37
1647,Jeffrey Schlupp,"MF,FW",29.0,28.1,3.2,3,0.2,1.4,1,0.4,0.6,4.6,0.11,0.05,0.17,0.11,0.17
1648,Vicente Guaita,GK,35.0,27.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Wilfried Zaha,"FW,MF",29.0,25.4,4.8,7,-2.2,2.7,2,0.7,-1.5,7.5,0.26,0.11,0.36,0.19,0.3
1650,Joel Ward,DF,32.0,25.1,1.1,1,0.1,0.4,0,0.4,0.5,1.5,0.04,0.02,0.06,0.04,0.06
1651,Odsonne Édouard,FW,24.0,20.0,4.2,5,-0.8,1.2,2,-0.8,-1.6,5.4,0.21,0.06,0.27,0.21,0.27
1652,Nathaniel Clyne,DF,31.0,18.2,0.0,0,0.0,0.7,0,0.7,0.7,0.7,0.0,0.04,0.04,0.0,0.04
1653,Sam Johnstone,GK,29.0,9.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,Will Hughes,MF,27.0,9.4,0.3,1,-0.7,0.9,1,-0.1,-0.8,1.2,0.04,0.1,0.13,0.04,0.13
1655,Jean-Philippe Mateta,FW,25.0,8.6,3.4,2,1.4,0.6,0,0.6,2.0,4.0,0.39,0.07,0.47,0.39,0.47
1656,Albert Sambi Lokonga,MF,22.0,6.0,0.2,0,0.2,0.0,0,0.0,0.2,0.2,0.03,0.01,0.03,0.03,0.03
1657,Luka Milivojević,MF,31.0,5.7,0.3,0,0.3,0.2,0,0.2,0.5,0.5,0.06,0.03,0.09,0.06,0.09
1658,Chris Richards,DF,22.0,5.0,0.7,0,0.7,0.3,0,0.3,1.0,1.0,0.14,0.05,0.2,0.14,0.2
1659,James Tomkins,DF,33.0,3.8,1.0,1,0.0,0.0,0,0.0,0.0,1.0,0.27,0.0,0.27,0.27,0.27
1660,Joseph Whitworth,GK,18.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,Naouirou Ahamada,"MF,FW",20.0,1.0,0.2,0,0.2,0.1,0,0.1,0.3,0.2,0.15,0.07,0.22,0.15,0.22
1662,Jaïro Riedewald,"DF,MF",25.0,0.7,0.1,0,0.1,0.0,0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1
1663,James McArthur,MF,34.0,0.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,Malcolm Ebiowei,"MF,FW",18.0,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,Andrea Consigli,GK,36.0,35.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,Davide Frattesi,MF,23.0,31.9,7.8,7,0.8,1.9,0,1.9,2.7,9.7,0.24,0.06,0.3,0.24,0.3
1668,Rogério,DF,25.0,33.3,0.5,0,0.5,2.7,3,-0.3,0.2,3.3,0.02,0.08,0.1,0.02,0.1
1669,Jeremy Toljan,DF,28.0,29.7,0.5,0,0.5,2.4,1,1.4,1.9,3.0,0.02,0.08,0.1,0.02,0.1
1670,Armand Lauriente,FW,24.0,24.2,3.9,6,-2.1,6.2,6,0.2,-1.9,10.1,0.19,0.26,0.45,0.16,0.42
1671,Martin Erlic,DF,25.0,25.9,0.5,0,0.5,0.2,0,0.2,0.7,0.7,0.02,0.01,0.03,0.02,0.03
1672,Maxime Lopez,MF,25.0,25.5,1.0,0,1.0,2.1,0,2.1,3.1,3.1,0.04,0.08,0.12,0.04,0.12
1673,Andrea Pinamonti,FW,24.0,24.0,6.3,4,2.3,1.5,0,1.5,3.8,7.8,0.3,0.06,0.36,0.26,0.32
1674,Gian Marco Ferrari,DF,31.0,24.7,1.2,1,0.2,0.4,0,0.4,0.6,1.6,0.05,0.02,0.07,0.05,0.07
1675,Domenico Berardi,FW,28.0,20.7,5.1,5,0.1,6.6,7,-0.4,-0.3,11.7,0.55,0.32,0.87,0.24,0.56
1676,Matheus Henrique,MF,25.0,21.6,2.9,4,-1.1,1.8,1,0.8,-0.3,4.6,0.13,0.08,0.21,0.13,0.21
